2,12,1,100,Prestiż,8.5,66
3,13,1,100,Infiltracja,8.5,85
8,49,1,0,"Dobry, zły i brzydki",8.8,90
7,49,1,0,"Dobry, zły i brzydki",8.8,90
6,49,1,0,"Dobry, zły i brzydki",8.8,90
5,49,1,0,"Dobry, zły i brzydki",8.8,90
4,49,1,0,"Dobry, zły i brzydki",8.8,90
